,DATE,avalanche_sum,PRCP,SNWD,TMAX,TMIN,snow_diff_day,snow_diff_week,got_snow,prev_day_TMIN,prev_day_TMAX,min_below_freezing,max_above_freezing,min*max,avalanche_binary,Region_Ogden,Region_Provo,Region_Salt Lake,Region_Uintas,MONTH_10,MONTH_11,MONTH_12,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6
49482,2019-02-23,0.0,0.0,0.0,37.0,15.0,-3.0,0.0,0,22.0,33.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
47980,2015-02-12,0.0,0.0,0.0,61.0,34.0,0.0,0.0,0,31.0,56.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
48361,2016-02-18,0.0,0.19,0.0,56.0,34.0,0.0,-3.0,0,30.0,60.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
46464,2011-02-01,0.0,0.0,0.0,35.0,14.0,0.0,-1.0,0,30.0,48.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
49098,2018-02-22,0.0,0.0,2.0,36.0,15.0,0.0,2.0,0,11.0,31.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
13595,2010-02-09,0.0,0.0,68.0,26.0,16.0,0.0,1.0,0,18.0,33.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
68180,2021-02-10,0.0,0.0,53.0,32.0,24.0,-2.0,0.0,0,23.0,32.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
16203,2017-02-14,0.0,0.0,114.0,46.0,29.0,-1.0,-6.0,0,27.0,43.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
48723,2017-02-13,0.0,0.0,0.0,45.0,25.0,0.0,0.0,0,26.0,47.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
47621,2014-02-17,0.0,0.0,0.0,56.0,26.0,0.0,0.0,0,41.0,60.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
14708,2013-02-03,0.0,0.0,48.0,41.0,26.0,-1.0,5.0,0,24.0,39.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
63879,2013-02-13,0.0,0.0,65.0,29.0,16.0,0.0,5.0,0,6.0,21.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
47631,2014-02-26,0.0,0.0,0.0,64.0,33.0,0.0,0.0,0,31.0,64.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
39371,2014-02-04,0.0,0.0,52.0,19.0,0.0,1.0,11.0,1,8.0,28.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
15454,2015-02-09,0.0,0.3,38.0,45.0,31.0,0.0,-3.0,0,35.0,48.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
63902,2013-02-27,0.0,0.0,74.0,24.0,4.0,-3.0,9.0,0,4.0,21.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
13987,2011-02-23,0.0,0.0,97.0,29.0,14.0,-2.0,17.0,0,18.0,25.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
48369,2016-02-26,0.0,0.0,0.0,62.0,29.0,0.0,0.0,0,26.0,57.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
7623,2018-02-05,0.0,0.12,37.0,34.0,29.0,-1.0,-7.0,0,30.0,34.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
46863,2012-02-21,0.0,0.0,0.0,46.0,33.0,0.0,0.0,0,22.0,39.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
9371,2021-02-04,0.0,0.34,60.0,17.0,12.0,6.0,12.0,1,13.0,37.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
46093,2010-02-13,0.0,0.0,0.0,47.0,33.0,0.0,0.0,0,30.0,51.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
41311,2019-02-24,0.0,0.0,75.0,26.0,12.0,-2.0,-3.0,0,4.0,19.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
23913,2016-02-24,0.0,0.0,40.0,41.0,18.0,-1.0,0.0,0,20.0,39.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
41279,2019-02-01,0.0,0.1,48.0,40.0,27.0,1.0,-4.0,1,20.0,37.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
46856,2012-02-15,0.0,0.0,0.0,44.0,33.0,0.0,0.0,0,33.0,42.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
25017,2019-02-05,0.0,0.2,58.0,40.0,33.0,2.0,9.0,1,33.0,39.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
22066,2011-02-24,0.0,0.0,64.0,35.0,19.0,-2.0,11.0,0,16.0,34.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
48368,2016-02-25,0.0,0.0,0.0,57.0,26.0,0.0,0.0,0,25.0,52.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
50206,2021-02-09,0.0,0.0,0.0,52.0,39.0,0.0,0.0,0,38.0,58.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
66960,2019-02-28,0.0,0.2,102.0,37.0,27.0,2.0,-4.0,1,27.0,37.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
4690,2012-02-18,0.0,0.0,59.0,31.0,10.0,-2.0,3.0,0,8.0,26.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
49835,2020-02-10,0.0,0.0,0.0,40.0,20.0,0.0,-1.0,0,28.0,43.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
63386,2012-02-05,0.0,0.0,55.0,32.0,16.0,-1.0,-1.0,0,18.0,33.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
16951,2019-02-16,0.0,0.2,96.0,21.0,16.0,1.0,16.0,1,18.0,31.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
40917,2018-02-18,0.0,0.6,57.0,35.0,15.0,9.0,15.0,1,18.0,35.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
65411,2016-02-06,0.0,0.0,70.0,37.0,22.0,-3.0,0.0,0,15.0,27.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
47627,2014-02-23,0.0,0.0,0.0,59.0,26.0,0.0,0.0,0,25.0,53.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
15464,2015-02-19,0.0,0.0,38.0,48.0,36.0,0.0,-1.0,0,28.0,45.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
25014,2019-02-02,0.0,0.3,46.0,38.0,17.0,-3.0,-4.0,0,15.0,37.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
46082,2010-02-02,0.0,0.0,0.0,48.0,23.0,0.0,-2.0,0,26.0,45.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
64908,2015-02-18,0.0,0.0,48.0,41.0,26.0,-1.0,-2.0,0,17.0,31.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
15446,2015-02-01,0.0,0.0,40.0,38.0,25.0,-1.0,2.0,0,26.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
14360,2012-02-29,0.0,0.6,68.0,29.0,15.0,4.0,2.0,1,20.0,27.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
66404,2018-02-11,0.0,0.0,40.0,33.0,9.0,-2.0,2.0,0,10.0,30.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
22046,2011-02-04,0.0,0.0,53.0,38.0,17.0,0.0,0.0,0,-1.0,27.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
49853,2020-02-28,0.0,0.0,0.0,62.0,28.0,0.0,0.0,0,24.0,55.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
7626,2018-02-08,0.0,0.0,39.0,41.0,14.0,-1.0,0.0,0,14.0,33.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
21675,2010-02-11,0.0,0.1,47.0,35.0,24.0,1.0,4.0,1,19.0,33.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
15450,2015-02-05,0.0,0.2,40.0,47.0,39.0,-1.0,-1.0,0,32.0,41.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
15108,2014-02-28,0.0,1.2,76.0,38.0,30.0,4.0,8.0,1,30.0,41.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
24655,2018-02-20,0.0,0.0,16.0,25.0,12.0,-1.0,6.0,0,24.0,46.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
16577,2018-02-20,0.0,0.0,36.0,12.0,4.0,-1.0,9.0,0,7.0,19.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
23918,2016-02-29,0.0,0.0,38.0,46.0,29.0,0.0,-2.0,0,26.0,48.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
49459,2019-02-04,0.0,0.0,0.0,48.0,44.0,0.0,0.0,0,39.0,52.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
25406,2020-02-21,0.0,0.0,49.0,34.0,7.0,-1.0,3.0,0,0.0,27.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
7632,2018-02-14,0.0,0.04,41.0,31.0,19.0,0.0,1.0,0,13.0,31.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
63398,2012-02-14,0.0,0.0,61.0,29.0,15.0,-1.0,7.0,0,20.0,33.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
40164,2016-02-21,0.0,0.0,64.0,39.0,18.0,-2.0,3.0,0,19.0,31.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
21682,2010-02-17,0.0,0.0,46.0,38.0,28.0,-1.0,0.0,0,21.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
14359,2012-02-28,0.0,0.1,64.0,27.0,20.0,0.0,-3.0,0,20.0,34.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
17714,2021-02-28,0.0,0.0,76.0,27.0,10.0,-3.0,-1.0,0,12.0,26.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
14339,2012-02-08,0.0,0.1,57.0,33.0,25.0,0.0,-2.0,0,16.0,30.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
37794,2010-02-05,0.0,0.2,46.0,29.0,23.0,0.0,1.0,0,19.0,28.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
13967,2011-02-03,0.0,0.0,79.0,27.0,10.0,0.0,-3.0,0,-9.0,13.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
15827,2016-02-16,0.0,0.0,65.0,44.0,35.0,-4.0,0.0,0,33.0,38.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
46870,2012-02-27,0.0,0.0,0.0,54.0,29.0,0.0,0.0,0,22.0,41.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
7125,2017-02-09,0.0,0.0,90.0,47.0,36.0,-2.0,-5.0,0,26.0,41.0,0,1,0,False,0,0,1,0,0,0,0,1,0,0,0,0
7170,2017-02-21,0.0,0.0,94.0,38.0,33.0,-2.0,4.0,0,20.0,39.0,0,1,0,False,0,0,1,0,0,0,0,1,0,0,0,0
49485,2019-02-26,0.0,0.0,0.0,58.0,39.0,0.0,0.0,0,35.0,55.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
13611,2010-02-23,0.0,0.1,69.0,31.0,15.0,-1.0,-2.0,0,9.0,26.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
38986,2013-02-02,0.0,0.0,52.0,43.0,17.0,-1.0,11.0,0,20.0,28.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
23176,2014-02-18,0.0,0.0,47.0,46.0,28.0,2.0,-3.0,1,21.0,49.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
67549,2020-02-29,0.0,0.0,91.0,42.0,31.0,-2.0,-4.0,0,26.0,45.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
37836,2010-02-24,0.0,0.2,52.0,27.0,21.0,3.0,2.0,1,9.0,31.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
25018,2019-02-06,0.0,0.1,59.0,37.0,24.0,1.0,10.0,1,33.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
40910,2018-02-11,0.0,0.0,42.0,29.0,11.0,0.0,0.0,0,11.0,25.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
46098,2010-02-18,0.0,0.12,0.0,45.0,33.0,0.0,0.0,0,33.0,48.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
24648,2018-02-13,0.0,0.0,10.0,40.0,27.0,0.0,-1.0,0,13.0,39.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
50201,2021-02-04,0.0,0.0,0.0,40.0,28.0,0.0,0.0,0,37.0,58.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
47626,2014-02-22,0.0,0.0,0.0,53.0,25.0,0.0,0.0,0,27.0,51.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
15092,2014-02-12,0.0,1.2,70.0,37.0,27.0,2.0,19.0,1,24.0,30.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
24656,2018-02-21,0.0,0.0,16.0,22.0,2.0,0.0,6.0,0,12.0,25.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
65415,2016-02-10,0.0,0.0,64.0,49.0,35.0,-1.0,-6.0,0,35.0,51.0,0,1,0,False,0,0,1,0,0,0,0,1,0,0,0,0
49838,2020-02-13,0.0,0.0,0.0,48.0,22.0,0.0,-4.0,0,25.0,43.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
7146,2017-02-14,0.0,0.0,90.0,43.0,22.0,-2.0,-4.0,0,20.0,42.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
38619,2012-02-17,0.0,0.0,51.0,24.0,15.0,-1.0,2.0,0,13.0,31.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
39756,2015-02-03,0.0,0.5,49.0,36.0,29.0,2.0,2.0,1,25.0,32.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
22412,2012-02-03,0.0,0.0,35.0,35.0,20.0,2.0,0.0,1,29.0,34.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
16214,2017-02-25,0.0,0.2,128.0,19.0,11.0,1.0,14.0,1,11.0,22.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
16189,2017-02-01,0.0,0.0,114.0,44.0,33.0,-5.0,-15.0,0,33.0,40.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
22796,2013-02-13,0.0,0.0,35.0,33.0,16.0,0.0,5.0,0,14.0,28.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
23905,2016-02-16,0.0,0.0,43.0,49.0,34.0,0.0,-2.0,0,37.0,49.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
14712,2013-02-07,0.0,0.0,45.0,34.0,18.0,-1.0,-8.0,0,21.0,37.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
14711,2013-02-06,0.0,0.0,46.0,37.0,21.0,0.0,-10.0,0,32.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
14707,2013-02-02,0.0,0.0,49.0,39.0,24.0,-2.0,14.0,0,24.0,38.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
14719,2013-02-14,0.0,0.0,49.0,36.0,20.0,-1.0,4.0,0,18.0,32.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
15457,2015-02-12,0.0,0.0,39.0,48.0,33.0,0.0,-1.0,0,27.0,42.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
17706,2021-02-20,0.0,0.1,78.0,33.0,19.0,0.0,8.0,0,18.0,31.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
50214,2021-02-17,0.0,0.11,5.0,36.0,27.0,2.0,5.0,1,31.0,36.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
13981,2011-02-17,0.0,0.0,80.0,25.0,16.0,0.0,2.0,0,20.0,42.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
40553,2017-02-26,0.0,0.0,95.0,24.0,4.0,-4.0,11.0,0,4.0,19.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
13597,2010-02-11,0.0,0.1,68.0,30.0,23.0,1.0,2.0,1,20.0,28.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
22063,2011-02-21,0.0,0.0,68.0,33.0,17.0,0.0,16.0,0,25.0,36.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
38211,2011-02-06,0.0,0.1,69.0,29.0,11.0,-1.0,-1.0,0,19.0,26.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
47970,2015-02-02,0.0,0.0,0.0,58.0,39.0,0.0,0.0,0,25.0,51.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
42097,2021-02-10,0.0,0.0,44.0,30.0,20.0,0.0,2.0,0,21.0,31.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
48727,2017-02-17,0.0,0.0,0.0,60.0,36.0,0.0,0.0,0,30.0,64.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
21668,2010-02-05,0.0,0.6,47.0,36.0,24.0,4.0,4.0,1,21.0,35.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
22804,2013-02-21,0.0,0.0,33.0,33.0,17.0,0.0,-1.0,0,26.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
16940,2019-02-06,0.0,0.4,81.0,22.0,9.0,1.0,14.0,1,18.0,28.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
22805,2013-02-22,0.0,0.2,34.0,34.0,18.0,1.0,1.0,1,17.0,33.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
63885,2013-02-18,0.0,0.0,62.0,30.0,9.0,0.0,-3.0,0,9.0,35.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
23525,2015-02-02,0.0,0.3,21.0,45.0,33.0,-1.0,-2.0,0,21.0,42.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
40149,2016-02-09,0.0,0.0,59.0,45.0,29.0,-1.0,-6.0,0,22.0,37.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
49080,2018-02-05,0.0,0.0,0.0,56.0,40.0,0.0,0.0,0,36.0,55.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
22411,2012-02-02,0.0,0.1,33.0,34.0,29.0,-1.0,-3.0,0,20.0,40.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
22049,2011-02-07,0.0,0.2,53.0,41.0,24.0,1.0,0.0,1,24.0,36.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
48346,2016-02-03,0.0,0.0,5.0,30.0,14.0,0.0,4.0,0,17.0,29.0,1,0,0,False,0,1,0,0,0,0,0,1,0,0,0,0
15462,2015-02-17,0.0,0.0,38.0,36.0,21.0,0.0,-1.0,0,22.0,39.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
6132,2015-02-08,0.0,0.0,52.0,48.0,27.0,-2.0,0.0,0,37.0,48.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
15828,2016-02-17,0.0,0.2,66.0,51.0,34.0,1.0,1.0,1,35.0,44.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
23526,2015-02-03,0.0,0.1,20.0,50.0,37.0,-1.0,-2.0,0,33.0,45.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
62855,2011-02-18,0.0,0.0,103.0,30.0,22.0,1.0,4.0,1,12.0,24.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
40905,2018-02-06,0.0,0.0,43.0,26.0,20.0,-1.0,0.0,0,22.0,33.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
16956,2019-02-21,0.0,0.1,98.0,23.0,10.0,-2.0,5.0,0,8.0,17.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
15816,2016-02-05,0.0,0.0,68.0,35.0,19.0,-1.0,0.0,0,12.0,24.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
39012,2013-02-27,0.0,0.0,55.0,26.0,3.0,-2.0,2.0,0,4.0,27.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
22048,2011-02-06,0.0,0.0,52.0,36.0,24.0,0.0,-1.0,0,30.0,41.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
64898,2015-02-08,0.0,0.0,49.0,45.0,31.0,0.0,0.0,0,32.0,46.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
62854,2011-02-17,0.0,0.0,102.0,24.0,12.0,-4.0,2.0,0,14.0,35.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
65408,2016-02-04,0.0,0.3,72.0,20.0,13.0,2.0,11.0,1,4.0,21.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
15101,2014-02-21,0.0,0.0,68.0,30.0,24.0,0.0,-5.0,0,15.0,25.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
41674,2020-02-02,0.0,0.0,57.0,42.0,15.0,-1.0,-4.0,0,27.0,39.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
39401,2014-02-19,0.0,0.0,69.0,30.0,10.0,1.0,1.0,1,22.0,33.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
24284,2017-02-17,0.0,0.0,73.0,46.0,29.0,0.0,-3.0,0,24.0,50.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
39373,2014-02-06,0.0,0.2,56.0,23.0,10.0,1.0,11.0,1,1.0,15.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
39780,2015-02-21,0.0,0.2,57.0,26.0,6.0,7.0,8.0,1,21.0,32.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
23906,2016-02-17,0.0,0.9,40.0,56.0,31.0,-3.0,-5.0,0,34.0,49.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
16196,2017-02-08,0.0,0.3,117.0,42.0,33.0,-3.0,3.0,0,30.0,38.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
25786,2021-02-22,0.0,0.0,49.0,43.0,26.0,-1.0,-3.0,0,19.0,35.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
8184,2019-02-27,0.0,0.14,104.0,34.0,26.0,0.0,-9.0,0,28.0,39.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
4689,2012-02-17,0.0,0.0,61.0,26.0,8.0,-4.0,61.0,0,8.0,25.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
67545,2020-02-25,0.0,0.0,95.0,25.0,7.0,-2.0,-5.0,0,11.0,30.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
24274,2017-02-08,0.0,0.9,80.0,49.0,37.0,-2.0,-5.0,0,34.0,47.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
40536,2017-02-10,0.0,1.0,84.0,39.0,26.0,5.0,10.0,1,35.0,45.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
46854,2012-02-13,0.0,0.0,1.0,45.0,33.0,-1.0,1.0,0,32.0,59.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
39001,2013-02-16,0.0,0.0,51.0,37.0,19.0,0.0,-2.0,0,18.0,27.0,1,1,1,False,0,0,0,0,0,0,0,1,0,0,0,0
50205,2021-02-08,0.0,0.0,0.0,58.0,38.0,0.0,0.0,0,27.0,57.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
48363,2016-02-20,0.0,0.0,0.0,57.0,38.0,0.0,-3.0,0,27.0,58.0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0
23531,2015-02-08,0.0,0.0,17.0,51.0,33.0,0.0,-5.0,0,39.0,55.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
41704,2020-02-26,0.0,0.1,66.0,29.0,10.0,-1.0,-2.0,0,5.0,28.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
15470,2015-02-25,0.0,0.0,38.0,38.0,26.0,-1.0,0.0,0,23.0,42.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
47244,2013-02-26,0.0,0.0,0.0,39.0,24.0,0.0,0.0,0,15.0,39.0,1,1,1,False,0,1,0,0,0,0,0,1,0,0,0,0
8176,2019-02-21,0.0,0.03,112.0,16.0,3.0,-1.0,1.0,0,0.0,18.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
41703,2020-02-25,0.0,0.0,67.0,28.0,5.0,0.0,0.0,0,10.0,23.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
41304,2019-02-17,0.0,0.0,78.0,24.0,6.0,-3.0,5.0,0,10.0,20.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
17318,2020-02-12,0.0,0.0,63.0,32.0,22.0,-1.0,-3.0,0,13.0,29.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
41697,2020-02-19,0.0,0.0,68.0,23.0,2.0,1.0,5.0,1,4.0,24.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
14728,2013-02-23,0.0,0.7,55.0,25.0,14.0,5.0,8.0,1,16.0,23.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
15815,2016-02-04,0.0,0.2,69.0,24.0,12.0,0.0,6.0,0,10.0,22.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
13972,2011-02-08,0.0,0.0,78.0,23.0,9.0,0.0,-2.0,0,20.0,33.0,1,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0
41683,2020-02-08,0.0,0.0,65.0,29.0,10.0,-1.0,7.0,0,27.0,30.0,1,0,0,False,0,0,0,0,0,0,0,1,0,0,0,0
63423,2012-02-25,0.0,0.2,68.0,36.0,8.0,3.0,8.0,1,11.0,35.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
63890,2013-02-21,0.0,0.4,68.0,25.0,8.0,3.0,3.0,1,16.0,31.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
5675,2014-02-22,0.0,0.0,81.0,28.0,18.0,0.0,0.0,0,14.0,28.0,1,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0
67513,2020-02-14,0.0,0.0,93.0,38.0,22.0,0.0,-7.0,0,15.0,31.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
14341,2012-02-10,0.0,0.0,56.0,38.0,27.0,0.0,-3.0,0,26.0,36.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
15459,2015-02-14,0.0,0.0,38.0,52.0,40.0,0.0,0.0,0,38.0,54.0,0,1,0,False,1,0,0,0,0,0,0,1,0,0,0,0
8772,2020-02-27,0.0,0.0,106.0,33.0,15.0,-2.0,-9.0,0,5.0,30.0,1,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0
25398,2020-02-14,0.0,0.0,46.0,48.0,18.0,0.0,-3.0,0,19.0,39.0,1,1,1,False,1,0,0,0,0,0,0,1,0,0,0,0
